,user_id,ts,ab,landing_page,converted
2531,4618797025,1356999581.0,treatment,new_page,0
2532,1511716458,1356999581.0,control,old_page,0
2533,4994790619,1356999582.0,treatment,new_page,0
2534,807883476,1356999582.0,control,old_page,0
2535,5515408686,1356999583.0,treatment,new_page,0
2536,9073779189,1356999583.0,control,old_page,0
2541,6001785633,1356999584.0,control,old_page,0
2540,2029754189,1356999584.0,control,old_page,0
2539,3541359303,1356999584.0,control,old_page,0
2538,9047079796,1356999584.0,treatment,new_page,0
2537,3053922509,1356999584.0,treatment,new_page,0
2542,267164225,1356999585.0,treatment,new_page,0
2543,1808876006,1356999585.0,control,old_page,0
2544,1848509426,1356999586.0,control,old_page,0
2545,9196351734,1356999586.0,control,old_page,0
2549,1646741021,1356999588.0,control,old_page,0
2548,8674976947,1356999588.0,control,old_page,0
2550,4390281702,1356999588.0,control,old_page,0
2546,4472524093,1356999588.0,treatment,new_page,0
2547,1990635721,1356999588.0,treatment,new_page,0
2551,8639899234,1356999589.0,treatment,new_page,0
2552,1896463444,1356999589.0,control,old_page,0
2553,8079863081,1356999591.0,control,old_page,0
2554,8011270545,1356999592.0,treatment,new_page,0
2555,200630773,1356999592.0,treatment,new_page,0
2556,3050056258,1356999592.0,control,old_page,0
2560,7968784128,1356999593.0,control,old_page,0
2557,2869300824,1356999593.0,treatment,new_page,0
2558,5627594399,1356999593.0,treatment,new_page,0
2559,3196033153,1356999593.0,control,old_page,0
2561,7949805851,1356999593.0,treatment,new_page,0
2562,7949805851,1356999594.0,treatment,old_page,0
2566,1164991960,1356999595.0,control,old_page,0
2565,6405096911,1356999595.0,control,old_page,0
2563,8558559583,1356999595.0,treatment,new_page,0
2564,2527203942,1356999595.0,treatment,new_page,0
2567,3820636303,1356999596.0,treatment,new_page,0
2568,9812482432,1356999596.0,treatment,new_page,1
2569,3075933685,1356999596.0,control,old_page,0
2570,2609099124,1356999596.0,control,old_page,0
2571,9077202843,1356999596.0,control,old_page,1
2572,7346479837,1356999597.0,treatment,new_page,1
2573,6150046505,1356999597.0,treatment,new_page,1
2575,5933547614,1356999598.0,control,old_page,0
2574,856299631,1356999598.0,treatment,new_page,0
2576,3717653118,1356999599.0,treatment,new_page,0
2577,3883824444,1356999599.0,treatment,new_page,0
2578,7036144033,1356999600.0,treatment,new_page,0
2579,1606139033,1356999600.0,control,old_page,0
2580,9204960424,1356999600.0,treatment,new_page,0
2581,9204960424,1356999601.0,treatment,old_page,0
2583,2138038569,1356999602.0,control,old_page,0
2582,709004840,1356999602.0,control,old_page,0
2586,7394995545,1356999603.0,control,old_page,0
2585,3133910797,1356999603.0,treatment,new_page,1
2584,6455898946,1356999603.0,treatment,new_page,0
2587,8065261757,1356999605.0,control,old_page,0
2588,9005823098,1356999605.0,control,old_page,0
2589,7954375937,1356999605.0,control,old_page,0
2590,247849522,1356999606.0,control,old_page,0
2591,4107076561,1356999606.0,control,old_page,0
2592,7890602204,1356999606.0,control,old_page,0
2594,4639227355,1356999607.0,treatment,new_page,0
2595,2088108151,1356999607.0,control,old_page,0
2593,2482000373,1356999607.0,treatment,new_page,0
2596,7512139014,1356999608.0,treatment,new_page,1
2597,2886526252,1356999608.0,treatment,new_page,0
2598,6915021483,1356999608.0,treatment,new_page,0
2599,8293918888,1356999608.0,treatment,new_page,0
2600,7911434006,1356999608.0,control,old_page,0
2601,5975737050,1356999608.0,control,old_page,0
2602,5408838238,1356999608.0,control,old_page,0
2603,327113711,1356999608.0,control,old_page,0
2604,1297800245,1356999609.0,treatment,new_page,0
2605,1233955887,1356999609.0,control,old_page,0
2606,7632098827,1356999611.0,control,old_page,0
2607,1473999415,1356999611.0,control,old_page,0
2608,9553109754,1356999612.0,treatment,new_page,0
2611,7358920404,1356999613.0,treatment,new_page,0
2612,2579173793,1356999613.0,control,old_page,0
2609,3080541105,1356999613.0,treatment,new_page,0
2610,1931098730,1356999613.0,treatment,new_page,0
2613,6500292902,1356999614.0,treatment,new_page,0
2614,305936048,1356999614.0,treatment,new_page,0
2615,7932844677,1356999614.0,control,old_page,0
2616,5375721375,1356999615.0,treatment,new_page,0
2617,6497050729,1356999615.0,control,old_page,1
2618,2272022811,1356999616.0,treatment,new_page,0
2619,4020587644,1356999616.0,control,old_page,0
2620,9587348227,1356999616.0,treatment,new_page,0
2622,9587348227,1356999617.0,treatment,old_page,0
2621,2019223289,1356999617.0,treatment,new_page,0
2623,2115656892,1356999618.0,treatment,new_page,0
2624,2950700733,1356999618.0,control,old_page,0
2625,6153009974,1356999619.0,control,old_page,1
2626,4120798039,1356999619.0,control,old_page,0
2627,2713260252,1356999619.0,control,old_page,0
2628,9990741322,1356999621.0,treatment,new_page,0
2629,4681291564,1356999622.0,control,old_page,0
2630,5753919079,1356999623.0,control,old_page,0
2631,1416282654,1356999623.0,control,old_page,0
2632,6006683621,1356999623.0,control,old_page,0
2637,3226204985,1356999624.0,control,old_page,0
2636,2490020324,1356999624.0,control,old_page,0
2633,8207204146,1356999624.0,treatment,new_page,0
2634,4313646390,1356999624.0,treatment,new_page,0
2635,6632451739,1356999624.0,control,old_page,0
2638,5508686360,1356999625.0,treatment,new_page,0
2639,4376142367,1356999625.0,treatment,new_page,0
2640,9916486247,1356999625.0,treatment,new_page,1
2641,3528182555,1356999628.0,treatment,new_page,0
2642,1078806014,1356999628.0,treatment,new_page,0
2643,2160614079,1356999629.0,treatment,new_page,0
2644,6440845742,1356999629.0,control,old_page,0
2646,7542012525,1356999630.0,control,old_page,1
2645,8306737558,1356999630.0,treatment,new_page,1
2647,5136786464,1356999631.0,treatment,new_page,0
2648,2338606426,1356999631.0,treatment,new_page,0
2649,2881290866,1356999631.0,treatment,new_page,0
2650,727039266,1356999631.0,treatment,new_page,0
2651,4844018,1356999631.0,control,old_page,0
2652,220340942,1356999631.0,treatment,new_page,0
2653,220340942,1356999632.0,treatment,old_page,0
2654,2037544027,1356999635.0,treatment,new_page,0
2655,3952298788,1356999635.0,control,old_page,0
2656,8442120100,1356999636.0,control,old_page,0
2657,2649333002,1356999637.0,treatment,new_page,1
2658,2352109021,1356999637.0,treatment,new_page,0
2659,6451354541,1356999637.0,treatment,new_page,0
2660,1046110855,1356999637.0,treatment,new_page,0
2661,4356662205,1356999637.0,treatment,new_page,0
2662,223439159,1356999637.0,control,old_page,0
2663,4715580822,1356999637.0,control,old_page,0
2664,7491826715,1356999638.0,treatment,new_page,0
2665,193639228,1356999638.0,treatment,new_page,0
2666,9159608320,1356999638.0,control,old_page,0
2667,1491065081,1356999640.0,control,old_page,0
2669,885918606,1356999641.0,control,old_page,0
2668,9059940828,1356999641.0,treatment,new_page,0
2670,6925111855,1356999642.0,treatment,new_page,0
2671,1417596347,1356999642.0,treatment,new_page,1
2672,3821231569,1356999642.0,control,old_page,0
2673,84184522,1356999643.0,treatment,new_page,0
2674,7151752093,1356999644.0,treatment,new_page,0
2675,9069736500,1356999644.0,treatment,new_page,0
2676,9225724305,1356999644.0,control,old_page,0
2677,9436424854,1356999645.0,treatment,new_page,0
2678,3623210159,1356999645.0,control,old_page,0
2682,7429087749,1356999646.0,control,old_page,0
2681,5811743226,1356999646.0,control,old_page,0
2679,2188502399,1356999646.0,treatment,new_page,0
2680,7343228236,1356999646.0,treatment,new_page,0
2683,8894150660,1356999647.0,treatment,new_page,1
2684,4057220288,1356999647.0,control,old_page,0
2685,8133882780,1356999647.0,control,old_page,0
2686,678762291,1356999647.0,control,old_page,0
2687,5666412655,1356999648.0,treatment,new_page,0
2688,3744166712,1356999648.0,control,old_page,1
2689,7566782292,1356999648.0,control,old_page,0
2690,6847964434,1356999649.0,treatment,new_page,0
2693,2653332672,1356999650.0,control,old_page,0
2691,9453017602,1356999650.0,treatment,new_page,0
2692,2845142728,1356999650.0,control,old_page,0
2694,9879409117,1356999651.0,treatment,new_page,0
2695,9882714890,1356999652.0,treatment,new_page,0
2696,3455806666,1356999652.0,control,old_page,0
2697,6815864386,1356999652.0,control,old_page,0
2698,5824927506,1356999653.0,treatment,new_page,0
2699,3460559752,1356999654.0,treatment,new_page,0
2700,470583958,1356999655.0,treatment,new_page,0
2701,9965496897,1356999655.0,control,old_page,0
2703,1126196440,1356999656.0,control,old_page,0
2702,6853823590,1356999656.0,treatment,new_page,0
2704,3781510957,1356999657.0,treatment,new_page,0
2705,1138268285,1356999657.0,control,old_page,0
2706,6100661070,1356999657.0,treatment,new_page,0
2707,6724969263,1356999658.0,control,old_page,1
2708,6100661070,1356999658.0,treatment,old_page,0
2709,3726727420,1356999659.0,treatment,new_page,1
2710,7585101526,1356999659.0,treatment,new_page,0
2712,773402061,1356999660.0,treatment,new_page,0
2713,4185950779,1356999660.0,treatment,new_page,0
2711,9633449558,1356999660.0,treatment,new_page,0
2714,9534659453,1356999661.0,treatment,new_page,0
2715,903612312,1356999661.0,treatment,new_page,0
2716,9518646547,1356999661.0,control,old_page,0
2717,2030392427,1356999662.0,treatment,new_page,0
2718,408500368,1356999662.0,treatment,new_page,0
2719,8522181865,1356999662.0,treatment,new_page,0
2720,431981140,1356999663.0,control,old_page,0
2721,6593317396,1356999664.0,treatment,new_page,1
2722,5838289408,1356999664.0,control,old_page,0
2725,8250120352,1356999665.0,control,old_page,0
2724,5931975858,1356999665.0,treatment,new_page,0
2723,2889819653,1356999665.0,treatment,new_page,0
2726,8553511954,1356999667.0,control,old_page,1
2727,9455800741,1356999668.0,control,old_page,0
2728,6940075622,1356999669.0,treatment,new_page,0
2729,6171727800,1356999669.0,control,old_page,0
2730,8870371806,1356999670.0,control,old_page,0
2731,4131656713,1356999670.0,control,old_page,0
2732,2318999537,1356999670.0,control,old_page,0
2736,5627836862,1356999671.0,control,old_page,1
2735,3771523391,1356999671.0,control,old_page,0
2734,1408020235,1356999671.0,control,old_page,1
2733,539872630,1356999671.0,treatment,new_page,0
2737,9548046573,1356999672.0,treatment,new_page,0
2738,1049026849,1356999672.0,treatment,new_page,0
2739,1712750972,1356999672.0,treatment,new_page,0
2740,6274591289,1356999673.0,treatment,new_page,0
2741,4684382631,1356999674.0,control,old_page,0
2742,6274591289,1356999674.0,treatment,old_page,0
2743,5197237753,1356999675.0,control,old_page,0
2749,7093759736,1356999676.0,treatment,new_page,0
2747,4311636845,1356999676.0,control,old_page,0
2748,825347397,1356999676.0,control,old_page,0
2745,2036363482,1356999676.0,treatment,new_page,0
2746,8504675245,1356999676.0,treatment,new_page,0
2744,5921696569,1356999676.0,treatment,new_page,0
2750,7161469681,1356999677.0,treatment,new_page,0
2751,8091517705,1356999677.0,treatment,new_page,0
2752,7093759736,1356999677.0,treatment,old_page,0
2753,1582536886,1356999678.0,treatment,new_page,0
2754,6038807707,1356999678.0,control,old_page,0
2755,9287595553,1356999679.0,treatment,new_page,0
2756,43326914,1356999679.0,treatment,new_page,0
2757,3909658408,1356999679.0,treatment,new_page,0
2758,9551030602,1356999680.0,treatment,new_page,0
2761,8496070853,1356999681.0,control,old_page,0
2759,9052730207,1356999681.0,treatment,new_page,0
2760,6251009714,1356999681.0,control,old_page,0
2762,7588097097,1356999682.0,control,old_page,0
2763,3362609195,1356999682.0,control,old_page,0
2764,9697422434,1356999682.0,control,old_page,0
2765,1791245481,1356999682.0,control,old_page,0
2766,9786460560,1356999683.0,treatment,new_page,0
2767,6509907523,1356999683.0,treatment,new_page,1
2768,95648237,1356999683.0,control,old_page,0
2774,607227602,1356999684.0,control,old_page,0
2775,3696527362,1356999684.0,control,old_page,0
2776,2738593055,1356999684.0,control,old_page,0
2773,4879855553,1356999684.0,control,old_page,0
2770,6004837721,1356999684.0,control,old_page,0
2771,5493810996,1356999684.0,control,old_page,0
2769,4102430888,1356999684.0,treatment,new_page,0
2772,7156762308,1356999684.0,control,old_page,0
2777,8734787018,1356999685.0,treatment,new_page,0
2778,2217376800,1356999685.0,treatment,new_page,0
2779,7583430887,1356999686.0,treatment,new_page,0
2780,4152720983,1356999686.0,treatment,new_page,0
2781,2288384575,1356999687.0,treatment,new_page,0
2783,4352443714,1356999688.0,treatment,new_page,0
2782,539035222,1356999688.0,treatment,new_page,0
2784,3811729257,1356999689.0,treatment,new_page,0
2785,6037104952,1356999689.0,control,old_page,0
2786,4830463734,1356999689.0,control,old_page,0
2787,3837197898,1356999690.0,treatment,new_page,0
2788,825760679,1356999690.0,control,old_page,0
2789,4757970250,1356999691.0,treatment,new_page,0
2792,4615578111,1356999692.0,control,old_page,0
2790,5039789015,1356999692.0,treatment,new_page,1
2791,3434037252,1356999692.0,control,old_page,0
2794,2168975181,1356999693.0,treatment,new_page,0
2795,976554477,1356999693.0,treatment,new_page,0
2793,3889547223,1356999693.0,treatment,new_page,0
2796,4871952408,1356999693.0,control,old_page,0
2798,4303901640,1356999694.0,control,old_page,0
2797,7708267439,1356999694.0,treatment,new_page,0
2799,9319718624,1356999695.0,control,old_page,0
2800,7616672616,1356999695.0,control,old_page,0
2801,7252287776,1356999696.0,treatment,new_page,0
2802,68833386,1356999696.0,treatment,new_page,0
2803,6462961524,1356999696.0,control,old_page,0
2804,4882128453,1356999696.0,control,old_page,0
2805,8296422150,1356999697.0,control,old_page,0
2806,7454449493,1356999697.0,control,old_page,0
2809,1603111764,1356999698.0,control,old_page,0
2808,2749619505,1356999698.0,treatment,new_page,0
2807,6553874104,1356999698.0,treatment,new_page,0
2810,6520724527,1356999699.0,treatment,new_page,1
2811,1677813793,1356999699.0,treatment,new_page,0
2812,2468584296,1356999699.0,treatment,new_page,0
2813,2732444543,1356999700.0,control,old_page,0
2814,8915137690,1356999700.0,control,old_page,0
2815,7381016042,1356999702.0,control,old_page,0
2816,2189478048,1356999702.0,control,old_page,0
2817,8720408950,1356999702.0,control,old_page,0
2819,2621350826,1356999703.0,treatment,new_page,0
2820,5240887690,1356999703.0,treatment,new_page,0
2818,6630338905,1356999703.0,treatment,new_page,1
2821,9534732946,1356999704.0,treatment,new_page,0
2822,8932956478,1356999704.0,control,old_page,0
2823,6432311111,1356999705.0,control,old_page,0
2824,7193793107,1356999706.0,control,old_page,0
2825,6902699317,1356999707.0,treatment,new_page,0
2826,8604721220,1356999707.0,treatment,new_page,0
2827,7004161607,1356999707.0,control,old_page,1
2828,4684624933,1356999708.0,control,old_page,0
2829,6581799914,1356999708.0,treatment,new_page,0
2831,5962274256,1356999709.0,treatment,new_page,0
2833,6581799914,1356999709.0,treatment,old_page,0
2830,9927941004,1356999709.0,treatment,new_page,0
2832,9774776548,1356999709.0,control,old_page,1
2834,884674140,1356999710.0,treatment,new_page,0
2835,8142070740,1356999710.0,control,old_page,1
2836,8643686576,1356999711.0,treatment,new_page,0
2837,6757955768,1356999711.0,control,old_page,1
2838,4908490335,1356999712.0,treatment,new_page,0
2839,8809933099,1356999712.0,control,old_page,0
2840,1985385285,1356999713.0,treatment,new_page,1
2841,3443307159,1356999713.0,control,old_page,0
2846,2865627140,1356999714.0,control,old_page,0
2845,8714064565,1356999714.0,control,old_page,0
2844,5225239177,1356999714.0,control,old_page,0
2843,7073237032,1356999714.0,treatment,new_page,0
2842,1143841920,1356999714.0,treatment,new_page,0
2847,2021392190,1356999715.0,treatment,new_page,0
2848,8970453904,1356999715.0,treatment,new_page,0
2849,7968888050,1356999716.0,treatment,new_page,0
2850,2713682083,1356999716.0,control,old_page,0
2851,9909575975,1356999716.0,control,old_page,0
2852,6162078197,1356999717.0,treatment,new_page,0
2853,9246228836,1356999717.0,control,old_page,0
2855,5904306122,1356999718.0,control,old_page,0
2854,494674284,1356999718.0,treatment,new_page,0
2856,6991058991,1356999719.0,treatment,new_page,0
2857,6766273375,1356999719.0,treatment,new_page,0
2858,1384933165,1356999719.0,control,old_page,0
2859,6523144862,1356999719.0,control,old_page,0
2860,9418648777,1356999719.0,control,old_page,0
2861,296461182,1356999720.0,treatment,new_page,1
2862,7465795337,1356999720.0,treatment,new_page,0
2863,4936356531,1356999720.0,control,old_page,0
2865,6484231262,1356999721.0,control,old_page,0
2864,1160256893,1356999721.0,control,old_page,0
2866,8469523115,1356999721.0,control,old_page,1
2868,3846970669,1356999722.0,control,old_page,0
2867,7488504325,1356999722.0,control,old_page,0
2869,6642521201,1356999723.0,treatment,new_page,0
2870,1252881684,1356999723.0,treatment,new_page,0
2871,7660509276,1356999724.0,treatment,new_page,0
2872,9412539022,1356999724.0,treatment,new_page,0
2873,6415399825,1356999724.0,control,old_page,0
2874,8327188587,1356999724.0,control,old_page,0
2875,407540570,1356999725.0,control,old_page,0
2879,9211884558,1356999726.0,control,old_page,0
2878,1338360617,1356999726.0,control,old_page,0
2876,8534942782,1356999726.0,treatment,new_page,0
2877,8994038415,1356999726.0,treatment,new_page,0
2880,7681248733,1356999727.0,treatment,new_page,0
2881,5150762952,1356999728.0,control,old_page,0
2882,5411680904,1356999729.0,treatment,new_page,0
2883,8289035326,1356999729.0,treatment,new_page,0
2884,841334951,1356999729.0,treatment,new_page,1
2885,8819144240,1356999729.0,control,old_page,0
2886,1619061013,1356999729.0,control,old_page,0
2887,7933765228,1356999730.0,treatment,new_page,0
2888,1871927988,1356999730.0,control,old_page,0
2892,1688932900,1356999731.0,control,old_page,0
2893,7391967431,1356999731.0,control,old_page,1
2891,4581516185,1356999731.0,control,old_page,0
2890,6109340994,1356999731.0,treatment,new_page,0
2889,6866471167,1356999731.0,treatment,new_page,0
2894,1101639660,1356999732.0,control,old_page,1
2895,768315056,1356999732.0,control,old_page,0
2896,5672249747,1356999732.0,control,old_page,0
2897,8389343091,1356999733.0,treatment,new_page,0
2898,9345007411,1356999733.0,control,old_page,0
2899,1398002503,1356999734.0,treatment,new_page,0
2900,6192734565,1356999734.0,control,old_page,0
2901,1489331785,1356999734.0,control,old_page,0
2902,1399341698,1356999736.0,treatment,new_page,0
2904,4908939612,1356999737.0,control,old_page,0
2903,8942761433,1356999737.0,treatment,new_page,0
2905,6976738479,1356999738.0,treatment,new_page,0
2906,8103045705,1356999738.0,control,old_page,0
2907,2128946884,1356999738.0,control,old_page,0
2908,3729011619,1356999738.0,control,old_page,0
2909,6562716900,1356999739.0,treatment,new_page,1
2910,4990725203,1356999739.0,control,old_page,0
2911,9878627833,1356999740.0,treatment,new_page,0
2912,1261275052,1356999740.0,treatment,new_page,0
2913,1113606794,1356999740.0,control,old_page,0
2915,6883295027,1356999741.0,control,old_page,0
2914,1431999626,1356999741.0,control,old_page,0
2916,6160084174,1356999742.0,control,old_page,0
2917,9715198970,1356999742.0,control,old_page,0
2918,1387486069,1356999742.0,treatment,new_page,0
2919,5770459475,1356999743.0,treatment,new_page,0
2920,8333429191,1356999743.0,treatment,new_page,0
2921,9418810888,1356999743.0,control,old_page,0
2922,1387486069,1356999743.0,treatment,old_page,0
2923,4750210603,1356999744.0,treatment,new_page,0
2924,3921360907,1356999744.0,treatment,new_page,0
2925,7690974083,1356999744.0,treatment,new_page,0
2929,1767114187,1356999746.0,control,old_page,0
2928,5460255491,1356999746.0,treatment,new_page,0
2926,4032728947,1356999746.0,treatment,new_page,0
2927,1754778628,1356999746.0,treatment,new_page,0
2930,9022479486,1356999747.0,treatment,new_page,0
2931,4611588439,1356999747.0,control,old_page,0
2932,2231028208,1356999747.0,control,old_page,0
2933,7495849750,1356999748.0,control,old_page,0
2934,7724827607,1356999749.0,treatment,new_page,0
2935,2006075243,1356999750.0,treatment,new_page,0
2938,936629269,1356999751.0,treatment,new_page,0
2937,5662280882,1356999751.0,treatment,new_page,0
2936,4848863408,1356999751.0,treatment,new_page,0
2939,9299413557,1356999752.0,treatment,new_page,0
2940,6252299636,1356999754.0,treatment,new_page,0
2941,3897495926,1356999754.0,treatment,new_page,0
2942,1487993947,1356999754.0,treatment,new_page,0
2943,4160496986,1356999757.0,control,old_page,0
2944,5007995374,1356999757.0,control,old_page,0
2945,9705218279,1356999759.0,treatment,new_page,0
2946,19924641,1356999759.0,control,old_page,0
2948,1517825781,1356999761.0,control,old_page,0
2947,1008941315,1356999761.0,treatment,new_page,1
2949,1475642843,1356999762.0,control,old_page,0
2950,7066643219,1356999763.0,treatment,new_page,0
2951,6576791417,1356999763.0,treatment,new_page,1
2952,4824847076,1356999764.0,treatment,new_page,0
2953,1077454973,1356999764.0,treatment,new_page,0
2954,3775111064,1356999764.0,treatment,new_page,0
2955,9093585447,1356999764.0,control,old_page,0
2956,4640247929,1356999764.0,treatment,new_page,0
2962,4640247929,1356999765.0,treatment,old_page,1
2961,2407688333,1356999765.0,control,old_page,0
2960,6203640893,1356999765.0,control,old_page,0
2958,2537040573,1356999765.0,treatment,new_page,0
2957,2596543664,1356999765.0,treatment,new_page,0
2959,5536395388,1356999765.0,control,old_page,0
2963,8046059296,1356999766.0,treatment,new_page,0
2964,5953911329,1356999767.0,treatment,new_page,0
2965,7356263022,1356999767.0,treatment,new_page,0
2966,4003973727,1356999767.0,treatment,new_page,0
2967,6176622205,1356999767.0,treatment,new_page,0
2969,3521374171,1356999768.0,control,old_page,0
2968,8930083204,1356999768.0,treatment,new_page,0
2970,1043338396,1356999768.0,control,old_page,0
2973,1232468623,1356999769.0,control,old_page,1
2971,8042313354,1356999769.0,treatment,new_page,0
2972,4090382908,1356999769.0,treatment,new_page,0
2974,3973622192,1356999770.0,treatment,new_page,0
2975,7774854964,1356999770.0,control,old_page,0
2978,6976895500,1356999771.0,treatment,new_page,0
2976,4265458246,1356999771.0,treatment,new_page,0
2977,6548522075,1356999771.0,treatment,new_page,0
2980,7271145540,1356999772.0,treatment,new_page,0
2981,415260768,1356999772.0,treatment,new_page,0
2979,3060941419,1356999772.0,treatment,new_page,1
2982,1251747515,1356999772.0,control,old_page,1
2984,3650840262,1356999773.0,control,old_page,0
2983,8412675925,1356999773.0,treatment,new_page,0
2987,7535888213,1356999774.0,control,old_page,0
2985,2549224226,1356999774.0,treatment,new_page,0
2986,5246191302,1356999774.0,control,old_page,0
2988,4991636015,1356999775.0,treatment,new_page,0
2989,8977996549,1356999775.0,control,old_page,0
2990,2926051568,1356999776.0,treatment,new_page,0
2991,3129446371,1356999776.0,treatment,new_page,1
2992,8688154395,1356999776.0,control,old_page,0
2993,2450798785,1356999777.0,treatment,new_page,0
2994,7628152352,1356999778.0,treatment,new_page,1
2995,7246599800,1356999778.0,control,old_page,1
2996,6968231262,1356999778.0,control,old_page,0
2997,4757989892,1356999779.0,treatment,new_page,0
2998,9588092763,1356999781.0,treatment,new_page,0
2999,5203770858,1356999781.0,control,old_page,0
3000,8106778113,1356999782.0,treatment,new_page,0
3001,8677040893,1356999782.0,control,old_page,1
3002,6923606361,1356999782.0,control,old_page,0
3003,8061681576,1356999783.0,control,old_page,0
3004,5365693225,1356999783.0,treatment,new_page,0
3011,5365693225,1356999784.0,treatment,old_page,0
3010,8155390208,1356999784.0,control,old_page,0
3008,6250218388,1356999784.0,control,old_page,0
3009,2340440403,1356999784.0,control,old_page,0
3006,2695028044,1356999784.0,treatment,new_page,0
3005,8004717433,1356999784.0,treatment,new_page,1
3007,8547575774,1356999784.0,control,old_page,1
3012,5076158619,1356999785.0,treatment,new_page,0
3013,5098351403,1356999785.0,control,old_page,0
3014,9673858422,1356999785.0,control,old_page,1
3015,8808133921,1356999786.0,treatment,new_page,0
3016,3758621567,1356999786.0,control,old_page,0
3017,7226184795,1356999786.0,control,old_page,0
3020,2525393327,1356999787.0,treatment,new_page,0
3021,5836683691,1356999787.0,treatment,new_page,0
3018,7066471276,1356999787.0,treatment,new_page,0
3019,9150349097,1356999787.0,treatment,new_page,0
3022,8754882638,1356999788.0,treatment,new_page,0
3023,7410832865,1356999788.0,control,old_page,0
3024,829095636,1356999788.0,control,old_page,0
3027,8095209713,1356999789.0,control,old_page,0
3025,7137662219,1356999789.0,treatment,new_page,0
3026,9217140856,1356999789.0,treatment,new_page,0
3028,8721416926,1356999789.0,control,old_page,0
3030,4254527588,1356999790.0,control,old_page,0
3029,265189116,1356999790.0,treatment,new_page,0
3031,8698786858,1356999790.0,control,old_page,1
3032,5859357992,1356999791.0,control,old_page,0
3033,6022893358,1356999792.0,control,old_page,0
3034,9967356434,1356999793.0,treatment,new_page,0
3035,4931302876,1356999793.0,control,old_page,0
3036,8066898598,1356999794.0,treatment,new_page,0
3037,8797063990,1356999795.0,treatment,new_page,0
3038,9908963309,1356999796.0,treatment,new_page,0
3039,2022262106,1356999796.0,control,old_page,0
3040,4507987092,1356999796.0,control,old_page,0
3041,173570940,1356999796.0,control,old_page,0
3043,37893543,1356999798.0,treatment,new_page,1
3044,8158893553,1356999798.0,control,old_page,1
3042,5598931720,1356999798.0,treatment,new_page,0
3045,7996482353,1356999799.0,treatment,new_page,0
3046,8792855146,1356999799.0,treatment,new_page,0
3047,7241422941,1356999799.0,control,old_page,0
3048,2471273039,1356999800.0,treatment,new_page,1
3049,5442636653,1356999800.0,treatment,new_page,0
3050,3538238078,1356999800.0,control,old_page,0
3051,8206564919,1356999801.0,treatment,new_page,0
3052,79610455,1356999801.0,control,old_page,1
3054,1368918351,1356999802.0,control,old_page,0
3053,7719574219,1356999802.0,treatment,new_page,0
3057,1939406076,1356999803.0,control,old_page,0
3055,1961070995,1356999803.0,treatment,new_page,0
3056,5496160123,1356999803.0,treatment,new_page,0
3058,9972101450,1356999804.0,treatment,new_page,0
3059,5316895414,1356999805.0,control,old_page,0
3060,3283832776,1356999805.0,control,old_page,0
3061,2738599107,1356999807.0,treatment,new_page,0
3062,2653528661,1356999807.0,treatment,new_page,0
3063,8184296645,1356999807.0,control,old_page,0
3065,3510134842,1356999808.0,treatment,new_page,0
3064,2601746998,1356999808.0,treatment,new_page,0
3067,8060130423,1356999810.0,control,old_page,0
3066,1208141558,1356999810.0,treatment,new_page,0
3068,2559451577,1356999812.0,control,old_page,0
3069,6292564610,1356999812.0,control,old_page,0
3070,3996501968,1356999813.0,control,old_page,0
3071,1117278840,1356999813.0,control,old_page,0
3072,5774112730,1356999814.0,control,old_page,0
3075,4489730299,1356999815.0,treatment,new_page,0
3076,4717280217,1356999815.0,control,old_page,0
3073,9421766815,1356999815.0,treatment,new_page,0
3074,6566975911,1356999815.0,treatment,new_page,0
3079,502366361,1356999816.0,control,old_page,0
3078,2184699462,1356999816.0,treatment,new_page,1
3077,2063687621,1356999816.0,treatment,new_page,0
3080,1923351167,1356999817.0,treatment,new_page,0
3081,7139693017,1356999818.0,treatment,new_page,0
3082,6092671154,1356999818.0,control,old_page,1
3083,8775910118,1356999818.0,control,old_page,1
3087,5339584358,1356999819.0,control,old_page,0
3086,8640336604,1356999819.0,treatment,new_page,0
3088,6998882671,1356999819.0,control,old_page,0
3084,2275908997,1356999819.0,treatment,new_page,1
3085,392569788,1356999819.0,treatment,new_page,0
3089,5572801204,1356999820.0,treatment,new_page,0
3090,6618243742,1356999821.0,treatment,new_page,0
3091,2717970682,1356999821.0,control,old_page,0
3092,2355339660,1356999821.0,control,old_page,0
3093,4091521509,1356999822.0,control,old_page,0
3094,282312164,1356999822.0,control,old_page,0
3095,3218750951,1356999823.0,control,old_page,0
3096,1064921233,1356999823.0,control,old_page,0
3097,4241372012,1356999824.0,treatment,new_page,0
3099,4350535416,1356999825.0,control,old_page,0
3100,4241372012,1356999825.0,treatment,old_page,0
3098,5286156554,1356999825.0,treatment,new_page,0
3101,7245761908,1356999826.0,treatment,new_page,0
3102,7876519614,1356999826.0,control,old_page,0
3103,4606235479,1356999828.0,treatment,new_page,0
3104,6620812258,1356999828.0,treatment,new_page,0
3105,5661721057,1356999828.0,control,old_page,0
3106,8217226227,1356999828.0,control,old_page,0
3107,488466625,1356999828.0,control,old_page,0
3108,2511894531,1356999828.0,control,old_page,1
3111,184106082,1356999829.0,control,old_page,0
3110,1543610515,1356999829.0,treatment,new_page,0
3109,5712590124,1356999829.0,treatment,new_page,0
3112,4006522670,1356999830.0,control,old_page,0
3113,2239194044,1356999831.0,treatment,new_page,0
